DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2011-0519-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2011-000189,Tropical storm Washi (Sendong),PHL,Philippines,South-eastern Asia,Asia,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",,"Flood|Slide (land, mud, snow, rock)",Yes,No,Yes,,,Kph,8.526,124.88,,2011,12,15,2011,12,18,1439,6071,1144229,,1150300,,,,,38082,51586,73.82275086,"[{""adm2_code"":24216,""adm2_name"":""Cagayan""},{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24254,""adm2_name"":""Negros Oriental""},{""adm2_code"":24278,""adm2_name"":""Surigao Del Sur""},{""adm2_code"":24200,""adm2_name"":""Lanao Del Sur""},{""adm2_code"":24238,""adm2_name"":""Zamboanga Del Norte""},{""adm2_code"":24262,""adm2_name"":""Bukidnon""},{""adm2_code"":24265,""adm2_name"":""Misamis Oriental""},{""adm2_code"":24272,""adm2_name"":""Lanao Del Norte""},{""adm2_code"":24266,""adm2_name"":""Compostela""}]",2012-01-12,2023-09-25
1979-0070-DOM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,David & Frederick,DOM,Dominican Republic,Latin America and the Caribbean,Americas,Countrywide,,,Yes,No,No,,,Kph,,,,1979,8,,1979,8,,1400,4000,1200000,350000,1554000,,,,,150000,629766,23.81837925,,2003-07-01,2023-09-25
1984-0185-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ike (Nitang) and Maring,PHL,Philippines,South-eastern Asia,Asia,"Surigao del Norte, Bohol Isl, Mindanao, Negros Occidental, Cebu provinces",,,No,No,No,,275,Kph,,,,1984,9,1,1984,9,1,1399,2565,1237224,547076,1786865,,,,,216700,635606,34.09345589,,2003-07-01,2023-09-25
2006-0648-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Durian (Reming),PHL,Philippines,South-eastern Asia,Asia,"Albay, Catanduanes, Camarines Norte, Camarines Sur, Sorsogon districts (Region V (Bicol region) province), Mindoro Occidental, Mindoro Oriental, Marinduque districts (Region IV (Southern Tagalog) province), Batangas, Laguna districts (Region IV-A (Calabarzon) province)",,"Flood|Slide (land, mud, snow, rock)",Yes,No,Yes,14414,195,Kph,10.33,106.74,,2006,11,30,2006,12,8,1399,2143,2560374,,2562517,,,,,66400,100362,66.16033056,"[{""adm2_code"":24240,""adm2_name"":""Albay""},{""adm2_code"":24241,""adm2_name"":""Camarines Norte""},{""adm2_code"":24242,""adm2_name"":""Camarines Sur""},{""adm2_code"":24243,""adm2_name"":""Catanduanes""},{""adm2_code"":24245,""adm2_name"":""Sorsogon""},{""adm2_code"":24227,""adm2_name"":""Batangas""},{""adm2_code"":24229,""adm2_name"":""Laguna""},{""adm2_code"":24230,""adm2_name"":""Marinduque""},{""adm2_code"":24231,""adm2_name"":""Mindoro Occidental""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""}]",2007-01-07,2023-09-25
1924-0003-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Punjab province,,,No,No,No,,,Kph,,,,1924,9,23,1924,9,23,1242,,1000000,,1000000,,,,,,,5.61118022,,2003-07-01,2023-09-25
2023-0095-MWI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Freddy',MWI,Malawi,Sub-Saharan Africa,Africa,"Balaka, Blantyre City, Blantyre, Chikwawa, Chiradzulu, Machinga, Mangochi, Mulanje, Neno, Nsanje, Phalombe, Thyolo, Zomba City, Zomb, Mwanza Distriicts",,"Flood|Slide (land, mud, snow, rock)",No,Yes,Yes,,,Kph,,,,2023,3,11,2023,3,13,1209,2186,2267458,,2269644,680400,680400,,,506710,506710,100,"[{""adm2_code"":19321,""adm2_name"":""Blantyre""},{""adm2_code"":19322,""adm2_name"":""Chikwawa""},{""adm2_code"":19323,""adm2_name"":""Chiradzulu""},{""adm2_code"":19325,""adm2_name"":""Mangochi""},{""adm2_code"":19328,""adm2_name"":""Nsanje""},{""adm2_code"":19329,""adm2_name"":""Thyolo""},{""adm2_code"":19330,""adm2_name"":""Zomba""},{""adm2_code"":42174,""adm2_name"":""Balaka""},{""adm2_code"":42175,""adm2_name"":""Machinga""},{""adm2_code"":42176,""adm2_name"":""Mulanje""},{""adm2_code"":42177,""adm2_name"":""Phalombe""},{""adm2_code"":65270,""adm2_name"":""Neno""},{""adm2_code"":65271,""adm2_name"":""Mwanza""}]",2023-03-16,2024-02-23
1958-0012-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ida,JPN,Japan,Eastern Asia,Asia,Central Honshu,,,No,No,No,,,Kph,,,,1958,9,27,1958,9,27,1175,,,,,,,,,,,9.471012447,,2003-07-01,2023-09-25
1994-0198-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Fred (9416),CHN,China,Eastern Asia,Asia,"Fujian, Zhejiang, Jiangsu Provinces",,Flood,No,No,No,,,Kph,,,,1994,8,21,1994,8,24,1174,1800,11000000,,11001800,,,,,1150000,2364021,48.6459381,,2007-05-06,2023-09-25
1994-0510-HTI,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Gordon,HTI,Haiti,Latin America and the Caribbean,Americas,"Jacmel, Port au Prince, les mones du massif de la Selle, Leogane, Southern Haiti",,"Flood|Slide (land, mud, snow, rock)",Yes,No,No,7488,26430,Kph,,,,1994,11,5,1994,11,15,1122,,1500000,87000,1587000,,,,,50000,102784,48.6459381,,2007-05-06,2023-09-25
1936-0007-KOR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,KOR,Republic of Korea,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1936,8,28,1936,8,28,1104,,,,,,,,,,,4.561134799,,2003-07-01,2023-09-25
1984-0105-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Agnes (Undang),PHL,Philippines,South-eastern Asia,Asia,"Capiz, Ilailo, Aklau, Antique, Leyte, Eastern Samar, Roxas, Tacloban",,,Yes,No,No,,230,Kph,,,,1984,11,3,1984,11,3,1079,197,1495738,765965,2261900,,,,,96600,283339,34.09345589,,2003-07-01,2023-09-25
1968-0049-MMR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,MMR,Myanmar,South-eastern Asia,Asia,North Arakan Coast,,,Yes,No,No,,,Kph,,,,1968,5,10,1968,5,10,1070,,60000,30000,90000,,,,,2500,21900,11.41553662,,2003-07-01,2023-09-25
1959-0009-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ellen,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1959,8,,1959,8,,1064,,,,,,,,,,,9.566736597,,2003-07-01,2023-09-25
1959-0008-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Typhoon ""Ellen""",TWN,Taiwan (Province of China),Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1959,8,,1959,8,,1046,,,,,,,,,50000,522644,9.566736597,,2009-09-07,2023-09-25
1911-0006-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1911,8,,1911,8,,1000,,,,,,,,,20000,654000,3.058105048,,2003-07-01,2023-09-25
1912-0008-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JPN,Japan,Eastern Asia,Asia,"Nagoya, Osaka",,,No,No,No,,,Kph,,,,1912,9,,1912,9,,1000,,,,,,,,,20000,631448,3.167323086,,2003-07-01,2023-09-25
1924-0002-TWN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,TWN,Taiwan (Province of China),Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1924,8,,1924,8,,1000,,,,,,,,,,,5.61118022,,2003-07-01,2023-09-25
1936-0004-MMR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,MMR,Myanmar,South-eastern Asia,Asia,Arakan Coast,,,No,No,No,,,Kph,,,,1936,4,21,1936,4,21,1000,,,150000,150000,,,,,,,4.561134799,,2003-07-01,2023-09-25
1948-0022-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,CHN,China,Eastern Asia,Asia,Foochow coast,,,No,No,No,,,Kph,,,,1948,6,,1948,6,,1000,,,,,,,,,,,7.875340659,,2003-07-01,2023-09-25
1949-0013-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"East & West Godavari districts, Masulipatnam",,,No,No,No,,,Kph,,,,1949,10,27,1949,10,27,1000,,,,,,,,,,,7.809712821,,2003-07-01,2023-09-25
1949-0014-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Rena,PHL,Philippines,South-eastern Asia,Asia,"Cebu City, Negros, Panay",,,No,No,No,,,Kph,,,,1949,10,31,1949,10,31,1000,,,,,,,,,,,7.809712821,,2003-07-01,2023-09-25
1953-0019-VNM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,VNM,Viet Nam,South-eastern Asia,Asia,Southern coast,,,No,No,No,,,Kph,,,,1953,9,26,1953,9,26,1000,,,,,,,,,,,8.794130403,,2006-09-17,2023-09-25
1967-0063-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Orissa,,,No,No,No,,,Kph,,,,1967,10,8,1967,10,8,1000,,,,,,,,,,,10.94786822,,2003-07-01,2023-09-25
1973-0053-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,South coast,,,No,No,No,,,Kph,,,,1973,12,9,1973,12,9,1000,,,,,,,,,,,14.57162548,,2003-07-01,2023-09-25
1981-0108-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,,,,No,No,No,,,Kph,,,,1981,12,11,1981,12,11,1000,,2000000,,2000000,,,,,,,29.84066199,,2003-07-01,2023-09-25
1988-0518-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,04B,BGD,Bangladesh,Southern Asia,Asia,"Bagherhat, Barguna, Bhola, Jessore, Khulna, Patuakahli, Pirozpur, Satkhira, Sundarbans",,,No,No,No,,150,Kph,,,,1988,11,29,1988,11,29,1000,,8568860,2000000,10568860,,,,,,,38.81118011,,2006-09-17,2023-09-25
1952-0008-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Trixy, Wilma",PHL,Philippines,South-eastern Asia,Asia,Central,,,No,No,No,,,Kph,,,,1952,10,16,1952,10,16,995,349,,,349,,,,,50000,572836,8.728502564,,2003-07-01,2023-09-25
1959-0014-MEX,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,"Beulah, Manzanillo",MEX,Mexico,Latin America and the Caribbean,Americas,Jalisco & Colima,,,No,No,No,,,Kph,,,,1959,10,27,1959,10,27,960,,,,,,,,,20000,209058,9.566736597,,2003-07-01,2023-09-25
1990-0019-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,02B,IND,India,Southern Asia,Asia,"Guntur, Krishna, East and West Godavari, Visakhapatnam districts (Andhra Pradesh)",,,Yes,No,No,,,Kph,,,,1990,5,9,1990,5,9,957,,2600000,,2600000,,,,,580000,1352589,42.88073219,,2006-04-24,2023-09-25
1951-0019-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ruth,JPN,Japan,Eastern Asia,Asia,Entire nation except Hokkaido,,,No,No,No,,,Kph,,,,1951,10,,1951,10,,943,,,,,,,,,,,8.531619048,,2003-07-01,2023-09-25
2017-0508-IND,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2017-000172,Cyclone 'Ockhi',IND,India,Southern Asia,Asia,"Kerala (Thiruvananthapuram, Kozhikode,Ernakulam),Tamil Nadu (Kanyakumari-Munchirai, Thiruvattar,Killiyur, Kurunthancode, Rajakkamangalam-, Tirunelveli, Tuticorin districts), Andhra Pradesh (Chittoor and Nellore), Lakshadweep Islands",,Flood,No,No,No,,130,Kph,,,"Amaravathi, Bhavani, Suwarnamukhi and Kalingi Rivers",2017,12,2,2017,12,2,884,,60000,,60000,,,,,,,80.44577926,"[{""adm2_code"":17549,""adm2_name"":""Chittoor""},{""adm2_code"":17561,""adm2_name"":""Nellore""},{""adm2_code"":17699,""adm2_name"":""Ernakulam""},{""adm2_code"":17703,""adm2_name"":""Kozhikode""},{""adm2_code"":17709,""adm2_name"":""Thiruvananthapuram""},{""adm2_code"":70167,""adm2_name"":""Kavaratti""},{""adm2_code"":17866,""adm2_name"":""Thoothukudi""},{""adm2_code"":17870,""adm2_name"":""Kanniyakumari""},{""adm2_code"":17884,""adm2_name"":""Tirunelveli Kattabo""}]",2017-12-04,2023-09-25
1987-0212-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nina (Sisang),PHL,Philippines,South-eastern Asia,Asia,"Region IV, Marinduque, Quezon, Laguna, Batangas, Region V, Sorgoson, Albay, Battan, Cavite, Masbaten Camarines Sur, Leyte, Northern Samar",,,Yes,No,No,,240,Kph,,,,1987,11,23,1987,11,23,882,927,1818185,,1819112,,,,,56000,150172,37.29056939,,2003-07-01,2023-09-25
1995-0271-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Angela (Rosing),PHL,Philippines,South-eastern Asia,Asia,"Luzon, Visayas, Calauag",,,Yes,No,No,3720,250,Kph,,,,1995,11,3,1995,11,3,882,2369,1597219,,1599588,,,,,244000,487896,50.01065676,,2003-07-01,2023-09-25
1965-0068-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,Chittagong to Teknaf,,,Yes,No,No,,,Kph,,,,1965,12,15,1965,12,15,874,,60000,,60000,,,,,,,10.34071295,,2003-07-01,2023-09-25
1948-0007-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lone,JPN,Japan,Eastern Asia,Asia,"Kinki, Tohoku",,,No,No,No,,,Kph,,,,1948,9,,1948,9,,868,,414153,,414153,,,,,,,7.875340659,,2003-07-01,2023-09-25
1966-0077-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong, Sandwip",,,Yes,No,No,,,Kph,,,,1966,10,1,1966,10,1,850,,1500000,300000,1800000,,,,,22400,210279,10.65249707,,2003-07-01,2023-09-25
1969-0065-BGD,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,BGD,Bangladesh,Southern Asia,Asia,"Dacca, Comilla",,,Yes,No,No,,,Kph,,,,1969,4,14,1969,4,14,849,15530,160000,23943,199473,,,,,8329,69183,12.03909708,,2003-07-01,2023-09-25
2006-0362-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bilis,CHN,China,Eastern Asia,Asia,"Fujian Sheng, Hunan Sheng, Guangdong Sheng, Jiangxi Sheng, Zhejiang Sheng, Guangxi Zhuangzu Zizhiqu provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,24,112.11,,2006,7,16,2006,7,19,820,,29622000,,29622000,,,,,3325000,5025670,66.16033056,"[{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]",2007-01-06,2023-09-25
1948-0024-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1948,9,,1948,9,,800,,,,,,,,,,,7.875340659,,2003-07-01,2023-09-25
1985-0114-VNM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cecil,VNM,Viet Nam,South-eastern Asia,Asia,"Binh Tri Thien, Nghe Tinh provinces",,,No,No,No,,,Kph,,,,1985,10,23,1985,10,23,798,257,225000,225000,450257,,,,,,,35.30228249,,2003-07-01,2023-09-25
1970-0064-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Patsy,PHL,Philippines,South-eastern Asia,Asia,Manila (Quezon province),,,Yes,No,No,,,Kph,,,,1970,11,19,1970,11,19,786,2075,430000,,432075,,,,,97656,766412,12.74196873,,2003-07-01,2023-09-25
1962-0010-THA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Harriet,THA,Thailand,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1962,10,27,1962,10,27,769,,,,,,,,,19000,191383,9.927744057,,2003-07-01,2023-09-25
1989-0178-VNM,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Cecil,VNM,Viet Nam,South-eastern Asia,Asia,Da Nang city (Quang Nam Danang province),,Flood,No,No,No,,,Kph,,,,1989,5,25,1989,5,25,751,106,,336000,336106,,,,,21000,51617,40.68459958,,2005-04-20,2023-09-25
1978-0133-LKA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,LKA,Sri Lanka,Southern Asia,Asia,East coast,,,Yes,No,No,,,Kph,,,,1978,11,24,1978,11,24,740,5000,1000000,,1005000,,,,,100000,467095,21.40891699,,2003-07-01,2023-09-25
1996-0106-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,03,IND,India,Southern Asia,Asia,"Andhra Pradesh, Karnataka, Kerala, West Begal, Tamil Nadu, Gujarat, Maharashtra, Uttar Pradesh, Assam, Haryana, Jammu and Kashmir, Rajasthan, Arunachal, Bihar, Tripura states",,Flood,No,No,No,,,Kph,,,,1996,6,14,1996,6,16,731,,1842100,,1842100,,,,,,,51.47657574,,2006-07-11,2023-09-25
1959-0011-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Iris,CHN,China,Eastern Asia,Asia,Fukien province,,,No,No,No,,,Kph,,,,1959,8,20,1959,8,20,720,,,,,,,,,,,9.566736597,,2003-07-01,2023-09-25
1996-0256-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,07B,IND,India,Southern Asia,Asia,"East and West Godavari, Kakinada (Andhra Pradesh state)",,Flood,Yes,No,No,,,Kph,,,,1996,11,6,1996,11,8,708,,7000000,,7000000,,,,,1500300,2914530,51.47657574,,2006-07-10,2023-09-25
1964-0098-CHN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Ruby,CHN,China,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1964,9,5,1964,9,5,686,,,,,,,,,,,10.17935249,,2003-07-01,2023-09-25
1958-0011-JPN,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,JPN,Japan,Eastern Asia,Asia,Tokyo,,,No,No,No,,,Kph,,,,1958,9,21,1958,9,21,681,,,,,,,,,,,9.471012447,,2003-07-01,2023-09-25
2008-0249-PHL,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2008-000093,Typhoon Fengshen (Franck),PHL,Philippines,South-eastern Asia,Asia,"Aklan, Antique, Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province), Marinduque, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Masbate district (Region V (Bicol region) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province)",,"Flood|Slide (land, mud, snow, rock)",Yes,No,Yes,4636,170,Kph,13.16,122.6,,2008,6,21,2008,6,23,644,826,4784634,,4785460,,,45000,63685,284694,402906,70.66008903,"[{""adm2_code"":24244,""adm2_name"":""Masbate""},{""adm2_code"":24246,""adm2_name"":""Aklan""},{""adm2_code"":24247,""adm2_name"":""Antique""},{""adm2_code"":24248,""adm2_name"":""Capiz""},{""adm2_code"":24250,""adm2_name"":""Iloilo""},{""adm2_code"":24251,""adm2_name"":""Negros Occidental""},{""adm2_code"":24253,""adm2_name"":""Cebu""},{""adm2_code"":24257,""adm2_name"":""Eastern Samar""},{""adm2_code"":24258,""adm2_name"":""Leyte""},{""adm2_code"":24261,""adm2_name"":""Samar""},{""adm2_code"":24271,""adm2_name"":""South Cotabato""},{""adm2_code"":24273,""adm2_name"":""North Cotabato""},{""adm2_code"":24230,""adm2_name"":""Marinduque""},{""adm2_code"":24232,""adm2_name"":""Mindoro Oriental""},{""adm2_code"":24236,""adm2_name"":""Romblon""}]",2010-02-09,2023-09-25
1970-0079-PHL,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Titang,PHL,Philippines,South-eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1970,9,16,1970,9,16,631,76,,,76,,,,,47397,371975,12.74196873,,2003-07-01,2023-09-25
2009-0321-TWN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2009-000150,Typhoon Morakot (Kiko),TWN,Taiwan (Province of China),Eastern Asia,Asia,"Pingdong, Hualian, Gaoxiong, Taizhong, Tainan, Nantou, Taidong, Jianyi areas (Taiwan Sheng province)",,"Flood|Slide (land, mud, snow, rock)",Yes,No,No,3711,148,Kph,,,,2009,8,7,2009,8,8,630,46,2307477,,2307523,,,,,250000,355069,70.40886176,"[{""adm1_code"":925,""adm1_name"":""Taiwan Sheng""}]",2010-08-16,2023-09-25
1927-0011-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,Nellore,,,No,No,No,,,Kph,,,,1927,11,1,1927,11,1,629,,,,,,,,,,,5.709621978,,2003-07-01,2023-09-25
2019-0110-ZWE,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2019-000021,Cyclone 'Idai',ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Chikomba, Mudzi, Mutoko, UMP districts (Mash East pronvince); Chipinge, Chimanimani, Buhera, Mutare (Manicaland); Gutu, Bikita, Zaka, Masvingo (Masvingo); Murambinda, Nyanga, Mutasa, Checheche, Biriwiri, Chibuwe, Chakohwa, Nyanyadzi, Berzely Bridge, Mutimurefu, Ngundu, , Mutasa",,Flood,Yes,No,Yes,,,Kph,,,,2019,3,14,2019,3,14,628,186,270000,,270186,,,,,,,83.90417006,"[{""adm2_code"":33053,""adm2_name"":""Buhera""},{""adm2_code"":33054,""adm2_name"":""Chimanimani""},{""adm2_code"":33055,""adm2_name"":""Chipinge""},{""adm2_code"":33058,""adm2_name"":""Mutasa""},{""adm2_code"":33059,""adm2_name"":""Nyanga""},{""adm2_code"":61704,""adm2_name"":""Mutare""},{""adm2_code"":33060,""adm2_name"":""Bindura""},{""adm2_code"":33081,""adm2_name"":""Bikita""},{""adm2_code"":33084,""adm2_name"":""Gutu""},{""adm2_code"":33085,""adm2_name"":""Masvingo""},{""adm2_code"":33087,""adm2_name"":""Zaka""},{""adm2_code"":33070,""adm2_name"":""Mudzi""},{""adm2_code"":33072,""adm2_name"":""Mutoko""},{""adm2_code"":33074,""adm2_name"":""Uzumba-Maramba-Pfungwe""},{""adm2_code"":40749,""adm2_name"":""Chikomba""}]",2019-03-18,2023-09-25
1993-0304-PAK,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,PAK,Pakistan,Southern Asia,Asia,"Keti Bandar, Hyderabad",,,No,No,No,,,Kph,,,,1993,11,14,1993,11,14,609,,,,,,,,,,,47.40975397,,2003-07-01,2023-09-25
2019-0110-MOZ,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2019-000021,Cyclone 'Idai',MOZ,Mozambique,Sub-Saharan Africa,Africa,"Beira (Sofala province); Zambezia, Manica and Inhambane provinces",,"Slide (land, mud, snow, rock)",Yes,No,Yes,,140,Kph,,,,2019,3,14,2019,3,15,603,1500,1500000,,1501500,,,150000,178775,2000000,2383672,83.90417006,"[{""adm1_code"":2114,""adm1_name"":""Inhambane""},{""adm1_code"":2115,""adm1_name"":""Manica""},{""adm1_code"":2122,""adm1_name"":""Zambezia""},{""adm2_code"":65263,""adm2_name"":""Cidade da Beira""}]",2019-03-18,2023-09-25
1902-0005-MMR,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,MMR,Myanmar,South-eastern Asia,Asia,Rangoon,,,No,No,No,,,Kph,,,,1902,5,4,1902,5,4,600,,,,,,,,,,,2.839668973,,2003-07-01,2023-09-25
1926-0012-CUB,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,CUB,Cuba,Latin America and the Caribbean,Americas,Havana and suburbs,,,No,No,No,,,Kph,,,,1926,10,20,1926,10,20,600,,,,,,,,,,,5.808063736,,2003-07-01,2023-09-25
1938-0004-USA,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,USA,United States of America,Northern America,Americas,New York,,,No,No,No,,,Kph,,,,1938,9,,1938,9,,600,,,,,,,,,306000,6613696,4.626762637,,2005-05-02,2023-09-25
1969-0071-IND,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,,IND,India,Southern Asia,Asia,"Guntur, Krishna, Godavari (Andhra Pradesh)",,,No,No,No,,,Kph,,,,1969,5,17,1969,5,17,600,,260000,,260000,,,,,8330,69191,12.03909708,,2003-07-01,2023-09-25
1976-0066-MEX,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Liza,MEX,Mexico,Latin America and the Caribbean,Americas,"La Paz, Baja Peninsula",,,Yes,No,No,,,Kph,,,,1976,10,1,1976,10,1,600,1400,175000,100000,276400,,,,,100000,535426,18.6767338,,2003-07-01,2023-09-25
